,ENROLMENT RELATED INDICATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,958,GORAKHPUR                                         ,293340,383,862,77952,2956,0,0,0,137315,21043,18523,72622,38590,5362,2912,0,286109,257,789,76315,1987,0,0,0,126811,16059,11587,65265,31974,3857,2839,0,107205,108674,109764,100838,86912,54884,42455,39179,106992,97858,97036,90688,82341,54400,52526,53010,93143,90552,82626,76496,71848,46173,46153,43768,98717,92725,90070,77005,69611,56693,52090,50853,104382,100964,98407,88790,78768,70151,72911,72194,137880,49043,70620,26501,1831,1127,668,432,0,0,87.14,0,0,65.91,0,0,78.14,0,0,48.57,225792,13915,11360,83801,20661,359464,52651,52086,50906,46748,41538,37708,39817,38515,197,217,268,190,173,60,54,49,157,191,220,175,122,68,80,43,422656,158637,431546,24629,19485,150754,39532,5562,2912,6977,402,100,8360,823,0,0,2668,4179,1828,0,0,0,0,2663,2298,2336,2149,1850,1251,1219,1187,27066,9733,13712,5176,285106,133395,148712,71692,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,938,HAMIRPUR (U.P.)                                   ,80492,612,200,31752,1619,0,1570,0,58555,4361,902,18663,10977,827,2107,0,77525,0,0,31494,600,0,1540,0,42082,3176,476,13914,7654,827,1462,0,28602,31600,32098,30279,28071,21703,20860,18391,29687,29434,31891,30335,28709,21719,20729,20306,29354,30724,29870,29849,28346,23259,20900,20184,29758,31351,32068,29039,29126,23504,23629,21631,29917,30213,30852,29182,27301,23067,23035,23280,40936,16099,18972,7724,0,0,6,0,0,0,115.75,0,0,86.12,0,0,102.11,0,0,67.99,66442,3213,505,26087,5302,103590,13938,14305,14595,13707,12842,11254,11470,11565,51,54,48,43,39,21,27,22,26,21,34,33,38,20,18,15,130082,54777,139519,6148,340,50040,12400,827,3677,783,0,902,417,196,0,0,0,459,0,0,0,0,0,552,538,599,549,559,751,743,741,11518,4630,5515,2374,89348,43083,42329,21473,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,975,HAPUR (PANCHSHEEL NAGAR)                          ,40489,2292,568,9390,264,0,0,0,38167,25594,3882,11872,15190,0,308,0,37973,1121,308,8981,264,0,0,0,24042,13191,2948,9726,14526,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22592,21074,20489,18909,18398,15701,16162,16550,31748,15733,16070,8452,4,0,6,0,0,0,,0,0,,0,0,,0,0,,40706,14107,2703,11742,8169,77588,11344,10683,10391,9762,9475,8344,8763,8826,49,114,134,111,56,53,39,31,67,130,101,64,36,62,31,19,93984,42993,75614,24483,3882,20486,15073,0,308,4261,2406,0,74,0,0,0,317,486,568,0,121,0,0,44,50,73,57,53,0,0,0,25842,8872,13124,4684,28564,13996,14687,7766,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,925,HARDOI                                            ,413818,1786,1469,145439,1443,146,190,0,231122,24707,12159,45109,48449,7683,7254,0,399149,193,1152,144126,1316,146,190,0,197880,16104,10179,39841,46404,6900,7118,0,132383,138674,143229,130350,127784,51401,46805,41444,132270,127333,131256,127063,112020,64796,54644,51342,133990,130539,126023,125850,118297,67757,62952,54031,142443,140031,137493,128229,123949,73696,67276,64663,149887,141819,138893,129699,118597,92506,88891,83826,235580,83470,111157,40915,1364,623,376,192,0,0,128.69,0,0,78.92,0,0,122.22,0,0,64.99,304822,11247,8509,95713,22446,449120,69718,66883,65174,60986,55733,45268,43875,41579,209,169,169,115,120,85,68,61,83,104,120,105,87,68,59,62,644765,218411,643470,25365,13466,190232,49359,7829,7444,9136,0,0,8181,656,251,0,1218,0,644,0,6984,0,396,1465,1523,1337,1302,1089,409,438,333,58379,17419,27455,8596,287722,111204,135906,55454,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,913,HATHRAS                                           ,146163,3323,929,46604,2321,0,656,0,140481,11415,16572,48322,14294,2837,2018,93,138727,2681,713,44491,2321,0,656,0,119577,10039,5697,42892,7940,1158,1799,93,60325,60380,63716,60634,59140,30718,28343,27738,64859,62219,61737,59648,55795,30149,28482,26119,62309,63571,61810,61856,60578,30623,29870,28979,83846,78658,52790,51999,50776,32446,30697,26856,69117,68798,63336,57389,53384,44825,42885,40097,104447,33737,51160,15921,648,325,147,75,0,0,158,0,0,109.76,0,0,144.44,0,0,90.47,143068,6822,8946,49202,6652,216823,34457,33626,32007,28321,26416,21647,21681,20090,263,240,262,241,235,211,255,230,190,179,209,192,175,164,228,222,285243,105340,284548,14465,12806,93215,15499,2837,2474,9938,901,0,6102,222,0,61,0,273,4329,523,414,0,0,593,527,501,449,344,448,363,380,20225,6524,9992,3224,120927,45715,60733,22746,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,935,JALAUN                                            ,106302,1299,1871,37713,1674,752,0,0,53374,62503,1049,19585,10356,0,2664,0,99702,92,117,36839,1419,0,0,0,32660,26886,0,15261,6650,0,2485,0,43688,45471,45771,44990,42772,30045,30013,27339,43158,42576,42588,41377,42342,28687,28468,27988,41143,42115,41226,39230,39183,29937,28037,28326,39766,43284,43832,41306,40063,31818,31700,30351,40507,39969,41539,41610,39853,31947,31724,32326,69819,29739,33559,14313,393,179,309,172,0,0,109.73,0,0,86.18,0,0,105.54,0,0,70.72,78641,29045,1463,29699,5388,145712,19276,19436,19748,20447,19628,15559,15783,15932,39,31,46,29,28,16,15,15,16,16,26,32,32,12,9,7,195705,78781,159452,63988,2920,57298,11798,752,2113,0,0,0,0,140,0,551,130,0,0,0,0,0,0,2649,2684,2979,2908,2816,2394,2193,2238,16255,6221,7879,3284,83488,41824,40798,20907,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,964,JAUNPUR                                           ,360774,6413,1440,103606,913,114,34,0,274264,53966,17352,123382,29508,2647,9441,0,351942,5923,935,101732,913,114,34,0,253654,43156,16827,117230,28161,2158,9441,0,120463,133037,129887,112953,107896,64350,61774,54287,105110,107308,116091,108549,94356,58499,55796,54279,106103,113219,116505,118730,110665,61730,62572,61346,138970,143111,148566,143373,143227,98092,92897,94893,140104,139222,143329,141675,136397,103715,103294,101876,200709,79418,97008,40459,3513,1728,1474,839,0,0,121.6,0,0,85.78,0,0,117.67,0,0,70.48,320631,30793,9860,119258,16154,502841,68259,68347,70724,69769,67136,53213,53555,52482,368,401,444,448,459,237,192,131,253,257,354,309,323,174,124,136,678111,253784,597044,59225,17805,207211,24407,2761,8987,77071,13259,3046,30942,12472,1043,815,3382,1595,0,0,0,0,0,2145,2509,2649,2599,2413,2154,1820,1806,55369,21254,26773,10777,398870,179588,197041,92889,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,936,JHANSI                                            ,127203,7933,4426,55581,767,0,1967,0,34278,77981,27012,6109,8032,10391,3424,0,118504,396,3334,54280,602,0,1967,0,19650,31689,4306,2508,3643,4749,1686,0,47834,49795,51704,49311,47404,34709,33740,30899,49262,49246,50500,50794,49728,36168,35262,33881,45911,50713,49278,48969,49868,37805,37032,36289,47275,51052,51461,49616,49095,42349,41588,40514,47245,48194,50461,49028,47288,41108,42347,41538,78679,37069,36611,17442,0,0,0,0,0,0,118.25,0,0,98.83,0,0,106.17,0,0,78.15,77826,38894,13578,32158,4013,172777,21790,22671,23569,23036,21979,19496,20437,19799,64,114,212,234,147,129,156,133,86,157,203,195,113,135,124,78,217477,98845,160528,81389,21479,61638,8799,10294,4736,103,3912,9959,0,0,97,655,850,2718,0,52,0,0,0,10,6,13,5,16,14,27,18,16153,7609,7812,3761,132549,69579,62687,33941,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,906,JYOTIBA PHULE NAGAR                               ,91872,3783,662,22826,1164,542,0,0,104397,69176,17068,38412,12608,4017,667,0,84763,2619,662,21439,226,542,0,0,84885,57157,13246,30859,8683,3752,667,0,74836,68676,61853,54321,48606,37108,34521,31629,82157,73596,72687,64990,59025,43260,41235,38887,74970,73436,70278,69572,64247,42192,41838,40455,80604,73599,68437,60776,58308,42325,39489,36300,67805,58489,55223,50910,47631,38303,37339,35105,57351,23006,27163,10946,1041,512,532,262,0,0,117.28,0,0,76.44,0,0,102.12,0,0,59.15,104121,32112,9218,32057,7022,186958,31988,27841,26395,24547,22404,18725,18036,17022,115,151,158,119,96,39,21,21,87,89,116,88,78,32,13,20,243848,85688,201669,73803,17349,60526,13772,4153,667,11696,354,1953,2017,140,0,0,936,196,381,879,105,406,0,4519,3582,3533,3145,3043,2875,2767,2814,118365,37033,56076,18521,188287,71294,89505,34656,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,930,KANNAUJ                                           ,172887,1850,0,40482,633,0,233,0,69410,17334,375,38124,3278,365,1575,0,167696,1850,0,39542,633,0,233,0,65850,15410,375,37333,3127,365,1575,0,52224,51048,52728,51506,49580,24513,23676,22803,50817,51461,50414,44734,36672,30047,29582,26111,46145,48921,47674,45949,43882,23465,24750,22717,53149,52639,50531,48440,45507,29177,29447,27725,55827,53266,52149,50880,48169,32733,31038,30442,80434,29334,40287,15071,466,248,175,86,0,0,125.23,0,0,73.85,0,0,122.28,0,0,68.8,123629,10419,1872,41442,1637,180140,27808,26940,26521,25873,24300,16863,16233,15758,62,84,1498,98,75,709,68,51,47,90,105,60,47,89,61,46,254159,87777,242191,19481,1159,78809,1934,0,432,1990,1163,3142,0,0,0,61,85,0,0,0,0,0,0,197,91,71,33,33,138,123,65,35388,10075,17048,4870,108030,38123,55310,20195,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,933,KANPUR DEHAT                                      ,123862,0,0,41199,905,0,800,0,30970,8025,2426,14153,13218,2171,3579,0,122181,0,0,40514,905,0,800,0,29227,6884,2278,14088,12895,2171,3483,0,31794,36338,37415,37297,35425,23994,26310,22709,32044,31879,34898,33603,34092,24613,22969,24174,32045,31664,30568,31182,30538,24219,23887,23272,35121,34483,34051,31793,32915,25135,26182,26074,35677,34856,33304,30893,29611,26500,25767,27104,55163,24177,26538,12029,719,352,336,159,0,0,81.45,0,0,61.72,0,0,75.31,0,0,46.59,75811,3889,1418,28388,6483,119012,17483,16998,16177,15072,14198,13194,12620,13521,61,56,83,83,72,33,18,24,46,53,82,71,34,18,15,17,151249,59143,155003,8025,2977,55528,13479,1779,4192,38,0,0,210,0,0,0,235,0,0,0,0,0,0,148,200,217,195,214,296,272,347,15581,5907,7640,3062,81920,39331,40172,19637,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,934,KANPUR NAGAR                                      ,142572,2671,936,41850,825,464,0,0,290512,79001,10336,127217,11559,0,1361,0,107312,1490,0,36714,825,0,0,0,86570,18384,1716,37177,11000,0,1177,0,103321,100343,96297,91311,87067,62640,61523,57930,100352,98291,97484,93325,91515,63777,64416,64941,99284,99458,98773,94854,90940,62296,61603,62604,101158,99745,98925,93576,90878,69911,68612,68800,104726,102983,100717,97101,93731,76300,76921,76991,139184,62057,67421,31426,3593,1817,703,360,0,0,118.3,0,0,82.77,0,0,112.67,0,0,71.06,213632,42796,5394,87784,5524,355861,50728,49919,49390,47441,45785,38909,39146,39413,415,365,452,427,433,453,343,381,205,288,334,324,320,316,313,303,475491,197653,432696,78715,2907,168582,12317,464,1361,1960,7176,7446,344,0,0,0,4165,890,0,604,0,0,0,1171,1118,1049,975,890,1022,1600,1416,67456,25862,32818,13356,203464,93111,99470,47911,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,972,KANSHIRAM NAGAR                                   ,124460,253,491,28581,6869,0,2357,0,56738,0,1152,16294,6677,412,3562,0,119041,253,491,28154,5978,0,2162,0,44910,0,1152,13556,4124,412,3546,0,0,0,0,0,0,0,0,0,39092,38074,37786,35577,32319,11846,10942,10120,33290,35153,31613,29837,26560,17648,16005,14056,45907,41729,41630,35431,32717,23004,20556,18354,41683,41015,36954,35057,28077,23891,22280,19315,39838,12674,19141,6034,779,386,153,51,0,0,94.8,0,0,55.68,0,0,80.85,0,0,37.27,87276,140,669,23253,5033,119129,19642,19670,17717,16967,13856,11450,10623,9283,126,346,404,404,438,407,291,276,67,143,209,184,182,146,118,101,155895,43836,175204,253,1643,42856,13389,412,5876,6649,0,0,1992,274,156,0,566,0,0,0,0,0,0,9,0,0,0,0,561,501,505,15081,3792,7419,1881,112433,38539,54253,18883,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,944,KAUSHAMBI                                         ,122916,1683,520,33744,5714,0,431,0,67285,8458,2095,27691,2751,111,1773,0,122469,1683,520,33583,5665,0,431,0,65840,8458,1892,27368,2751,111,1773,0,45571,50353,45805,34712,28840,19214,17293,14823,48758,45136,45913,38545,28756,20286,18118,16483,43634,43326,39949,36569,30519,21202,18768,16771,45179,44117,42755,36152,32631,24829,21731,19232,48970,43223,40720,36850,31139,28071,25489,23354,95587,30607,45915,15182,0,0,0,0,0,0,88.98,0,0,57.76,0,0,78.77,0,0,43.65,93360,4610,1704,32411,3642,136803,23448,21163,20035,18080,14957,14334,13171,11830,192,368,503,487,363,200,133,111,137,266,366,295,265,154,121,120,177857,58135,188818,9734,2476,60413,8465,111,2204,1632,705,558,347,0,0,0,408,0,0,0,0,0,0,461,579,562,518,414,684,607,530,18914,6684,9156,3645,84745,35333,41552,18412,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,923,KHERI                                             ,415667,6201,80,145456,1473,472,0,0,84525,20538,9313,21214,15118,404,878,0,405049,4716,0,143452,1179,472,0,0,60717,15932,4193,14662,10026,404,702,0,105873,124621,124007,113096,110669,53607,54955,45375,112267,110118,123401,120222,111366,49095,48360,49503,117450,118898,117682,120511,117674,52617,52992,52357,123769,118380,121083,112561,120944,67460,62670,62254,115249,110216,104052,104103,95116,71218,64536,60545,152177,52763,74494,26515,7195,3548,1550,764,0,0,97.39,0,0,60.21,0,0,88.04,0,0,47.32,247709,11715,4278,85671,7821,357986,56222,53783,51233,51416,47203,35787,33003,30744,734,936,866,680,573,440,458,279,694,755,657,530,437,461,348,241,477963,154280,499094,26739,4340,166260,15746,472,560,1781,1528,0,908,228,0,0,0,151,3215,0,0,0,0,2382,2459,2365,2450,2828,1063,811,881,79536,24816,40102,12655,281792,105532,139337,54127,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,959,KUSHINAGAR                                        ,265554,819,2437,49198,7080,0,1993,0,130162,56388,15715,37503,25679,2029,6218,0,261764,425,1821,48670,6420,0,1993,0,126494,53237,14124,35265,24376,2029,6218,0,129205,115409,104668,87394,69947,46254,42200,36149,121247,107672,101774,87970,69690,44449,40267,38872,123654,104635,99186,89311,75427,45557,42060,40318,114181,110020,101140,89823,77858,49056,45479,41684,131916,111204,90335,78725,68817,54259,53177,51530,126885,34245,64201,18856,2,2,6,1,0,0,99.47,0,0,55.02,0,0,87.57,0,0,43.05,214808,35495,10993,49096,17182,332927,66212,56942,46844,41216,36016,29045,28979,27673,721,749,676,441,344,262,187,106,503,550,490,283,239,181,173,88,423463,124378,403016,66823,18448,84085,31806,1858,8331,5604,6659,1710,0,0,564,0,4130,3524,0,3045,953,509,0,2771,2363,2044,2158,1879,1348,1372,1477,81691,24431,41692,12982,318637,109464,165300,58949,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,937,LALITPUR                                          ,133090,0,3983,66146,1701,0,0,0,33130,19269,1445,8004,2709,738,1968,0,128409,0,263,64765,705,0,0,0,24208,4964,313,5288,2087,442,1103,0,35526,36680,39438,38654,33749,25296,22213,17890,36433,35306,36996,36655,37028,27290,24711,22357,37310,36495,35502,35096,35564,30318,26189,23945,37978,38308,37153,35180,34942,30704,29974,25757,39031,37931,36821,35338,33407,30022,30205,29628,41166,19893,19179,9323,13573,6376,3284,1427,0,0,112.44,0,0,93.48,0,0,99.68,0,0,69.17,79907,7943,2682,36845,1663,130013,18577,18086,17555,16791,15795,14344,14623,14332,99,130,110,134,146,154,81,90,67,69,69,79,120,77,54,64,161810,66489,166087,17924,2900,74150,4410,738,1968,133,1345,2528,0,0,0,0,25,0,0,0,0,0,0,169,181,200,194,190,155,124,100,4400,1916,2151,982,102479,53375,49189,26093,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,927,LUCKNOW                                           ,144796,761,2411,42637,981,1156,0,100,415824,173847,71958,63359,17937,8864,999,1019,115117,761,2411,38344,509,1156,0,0,32779,47315,34804,2605,8445,3154,358,317,88129,84624,81190,71084,63965,41690,39151,34178,89434,82483,79322,73438,64732,39731,38195,36415,80898,84522,80716,77302,73771,41122,39988,39525,144039,143386,143682,137428,134925,60618,58214,55300,160286,152007,149447,144471,137167,76658,73355,73731,255106,79381,126996,41181,2082,1065,676,374,0,0,165.39,0,0,74.99,0,0,147.55,0,0,60.34,285796,87780,36697,56273,9979,484867,78402,76306,73340,72487,69485,39583,37950,37431,112,161,213,193,174,83,54,53,85,141,136,168,107,57,76,52,663187,180047,564472,164008,72136,105354,17826,10659,1118,8642,1343,0,642,0,195,55,105,9931,25,0,0,0,0,751,813,790,672,501,504,413,376,118567,27399,57557,14076,239932,74079,119859,38815,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,957,MAHARAJGANJ                                       ,237670,192,3119,56976,648,0,55,0,124408,12209,5669,17305,12826,107,3958,0,234726,192,3119,55991,648,0,55,0,122982,11136,5669,17161,12826,107,3958,0,74700,77861,72288,63694,55074,31253,27340,23775,78505,73396,73135,64500,56082,30934,29585,26204,80880,77721,71544,67339,57361,33689,31739,31047,75616,73853,77255,76528,74226,32477,32835,32498,77676,80758,77499,74974,70306,33744,33212,32287,120613,29932,61895,15939,406,238,93,59,0,0,103.72,0,0,44.89,0,0,102.7,0,0,34.99,190772,8026,4624,41080,6828,253428,40496,41649,40596,39903,37130,18434,17809,17476,77,115,2509,225,67,835,76,966,84,246,425,143,58,55,186,156,377472,77360,360524,11490,8702,74281,12858,107,4013,2347,4140,503,0,0,0,0,0,0,696,0,1456,0,392,1,4,7,1,4,0,0,0,44679,10083,22315,5129,169945,42365,91543,24063,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,939,MAHOBA                                            ,79046,972,130,30496,1471,0,182,0,24432,24207,2351,5530,3341,1336,482,0,74344,617,130,29212,664,0,64,0,17622,12268,1217,5292,2240,10,365,0,35800,33522,32548,31161,27111,19434,16925,14939,31638,31413,25998,25116,24674,16909,16414,14641,25595,27096,26277,24725,24746,17597,15621,15334,27038,26932,27725,25194,23272,17626,17510,15241,24847,25139,24541,24445,23188,18339,17319,17041,36379,13253,17126,6217,204,139,106,42,0,0,115.19,0,0,79.47,0,0,113.63,0,0,74.86,49694,10735,829,19200,1802,83359,11505,11900,11676,11630,10944,8870,8381,8453,310,131,119,95,75,86,72,44,119,116,106,80,49,47,38,26,120507,49645,103152,25341,2481,35859,4986,1883,664,326,0,0,167,0,0,0,0,0,0,0,0,0,0,272,262,185,190,212,253,225,159,6010,2681,2891,1278,66937,29849,31796,14876,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,918,MAINPURI                                          ,120801,519,187,34185,989,0,422,0,125553,14800,10222,45843,14291,460,1902,0,116769,519,0,33462,739,0,422,0,102201,13968,8322,38551,11954,460,1902,0,55661,56914,54422,49864,45048,24914,24148,22074,51791,53706,54485,50238,46173,28285,28993,28286,53934,56203,54495,52986,51119,27564,27366,26213,55808,54445,53460,47408,45136,35236,35951,35207,60770,52619,53089,50272,45209,38627,36699,37718,63946,24994,29879,11932,34,11,14,1,0,0,110.42,0,0,74.41,0,0,96.23,0,0,55.53,115537,6025,4716,39444,6894,173828,27910,24493,25007,23558,20946,18497,17825,17995,146,172,166,152,142,89,47,48,99,110,110,141,92,75,62,57,223026,81903,239541,15257,8142,77827,14278,339,1757,6167,0,187,1648,259,0,559,0,128,1872,0,558,0,565,420,413,426,385,319,311,443,388,11294,4467,5378,2202,163218,70269,76150,34087,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,914,MATHURA                                           ,142363,6688,1585,41444,1061,230,206,0,233905,83112,6132,36199,10305,1025,673,0,132421,6281,1585,41168,1061,230,206,0,184274,63114,6132,33524,8277,1025,673,0,67150,65356,60925,51932,43857,26560,25059,21835,58739,54198,53592,49270,43782,27213,25210,24021,59470,60361,58492,56841,53879,28831,27169,25072,65737,64462,64758,59879,57679,30297,30107,28054,93508,90954,89415,87680,84134,42243,41315,40878,127696,36271,63807,18304,2552,1263,432,303,0,0,142.35,0,0,64.01,0,0,122.33,0,0,49.52,192476,43942,3815,41916,5882,288791,47564,46260,45458,44539,42477,22066,21694,21187,310,439,458,419,328,220,160,125,223,284,339,296,244,146,131,97,382989,95834,366207,87511,6659,76359,8621,821,489,1569,842,116,0,380,0,0,1362,272,0,0,140,0,120,4467,4214,4150,3911,4066,2598,2505,2730,12224,2440,6062,1419,138590,40874,71869,22076,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,962,MAU                                               ,177731,4418,526,42189,680,0,2878,0,101316,3366,13351,26071,37896,6215,12914,66,172778,3027,526,41119,680,0,2878,0,99005,2095,13116,25648,37704,6215,12914,66,72775,71614,71457,76054,56077,35870,19283,19045,50871,50125,51555,50881,50315,21869,22202,22304,50241,52961,54832,54743,51993,23037,23375,24280,58482,61023,56266,53533,54571,24703,23861,23143,65569,64613,64174,62159,55481,47586,46239,44816,67820,37221,34614,19128,901,451,291,151,0,0,104.38,0,0,79.31,0,0,103.28,0,0,60.71,141572,13939,6905,36757,19510,229377,33212,32159,32879,31432,27786,24553,23727,23629,33,81,97,1028,1023,504,27,12,39,89,61,43,21,28,495,8,308724,106133,279501,22941,13877,68100,36482,6215,15261,0,4869,0,0,0,0,0,0,0,0,0,967,0,271,506,420,372,322,311,155,158,156,42941,16245,21320,8427,123451,54165,64210,28599,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,907,MEERUT                                            ,118938,13491,6763,28908,1603,0,0,0,175112,92082,42087,16578,33864,9401,7426,0,101193,10330,3485,26197,649,0,0,0,81320,37270,28264,11030,24219,4433,5622,0,67010,63967,59395,54209,50619,31938,31671,28681,68780,59118,57209,48913,44925,31996,31317,29609,72271,63161,57591,54788,50375,30728,30212,29420,91185,76327,71928,66134,63397,42665,40601,40000,88237,82157,82212,75245,74826,53447,50766,51087,100038,37491,46559,17813,409,171,34,18,0,0,105.08,0,0,67.18,0,0,92.79,0,0,50.69,139759,50858,22921,23542,15831,260865,39981,38646,37569,35098,35538,25145,24402,24513,512,417,372,286,289,220,164,123,315,301,309,188,197,185,151,107,355590,117190,290141,105860,40603,45453,34615,8655,7426,9560,2781,8495,179,955,746,0,4588,513,242,1129,0,0,133,1,18,2,4,0,13,20,4,56751,22269,26554,10333,199895,75166,94165,37163,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,969,MIRZAPUR                                          ,227054,0,1843,69787,331,0,0,0,99317,15844,7516,42348,23419,5090,6402,0,221284,0,1093,69152,331,0,0,0,69034,10830,4115,28134,18912,2641,6106,0,60470,70437,72647,69667,68421,42983,43493,38145,65570,63256,69389,66878,64263,43131,41907,41612,67596,67548,63352,65367,63063,47504,46958,44576,65059,72007,70826,62856,64222,48706,50575,48825,74517,69782,74170,69904,61898,51167,50671,53226,119589,48376,56549,23857,959,465,226,99,0,0,106.36,0,0,81.55,0,0,102.78,0,0,65.51,157745,7520,5575,56753,10903,244531,35268,33353,35624,33839,29512,25213,25621,26374,141,202,206,216,211,115,101,103,101,135,175,188,179,78,78,69,338484,124552,326328,14663,9032,111472,23750,6410,6402,2144,1794,596,55,0,0,0,125,568,0,109,0,0,0,190,176,183,159,153,957,945,932,25678,9857,12414,5092,187008,84296,90366,42439,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,904,MORADABAD                                         ,147474,714,1222,37542,1184,204,0,0,134865,120552,63338,36501,17207,18078,2330,0,135828,0,0,35081,741,204,0,0,101287,60973,23123,30795,10145,10033,1740,0,187443,166878,140602,119641,103129,80135,72898,63825,186471,158004,147146,121607,104654,80163,75224,69799,170822,148732,134290,119886,100336,78451,73106,69110,171200,152947,141346,124047,111264,85428,81512,77140,116908,95354,89183,79040,71292,59039,55315,54255,75255,30602,35533,14991,90,52,57,22,0,0,71.69,0,0,43.95,0,0,64.23,0,0,33.63,152980,57300,30530,39649,8851,298079,54440,45207,42751,38224,34637,28722,27403,26862,294,371,361,319,231,176,145,119,169,285,291,261,208,155,112,102,404749,129036,264722,117301,45422,68340,17140,15763,2237,27542,7170,173,747,0,0,0,1112,1996,14735,515,172,1489,0,59,36,27,27,14,0,0,1,226904,69622,109378,35781,240820,88732,115681,43939,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,902,MUZAFFARNAGAR                                     ,130517,7496,1142,28981,7265,255,306,0,101881,19371,1648,22814,8578,368,140,0,119649,4935,806,28026,5711,255,306,0,91404,16030,1550,20180,6599,368,0,0,99907,92235,83037,73104,64951,32133,29516,26674,89360,76221,71832,62867,55893,30292,29050,26892,102562,93041,83712,77281,69079,56036,53481,52139,112821,108792,92950,85465,85713,55180,55827,53091,63094,54889,50191,45652,39783,27253,25610,24393,57171,18480,27377,9408,2854,1384,801,372,0,0,49.28,0,0,25.49,0,0,31.64,0,0,16.99,112096,12029,1621,26679,8801,161668,29788,26421,24478,22148,19033,13849,13199,12752,189,205,224,184,150,103,76,66,104,124,137,108,102,62,63,53,162855,51506,231731,26489,2020,51795,14987,623,446,8421,1161,0,2931,785,0,0,0,378,672,0,0,0,0,0,0,0,0,20,205,219,232,82732,18319,39985,9144,140106,41739,66802,21667,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,921,PILIBHIT                                          ,179028,23293,725,76093,1909,0,21,0,36425,13490,11155,9532,6619,2188,1475,0,170024,13623,725,74158,1698,0,21,0,31171,10609,6896,8043,4405,1842,1351,0,42225,43154,51962,47679,45578,29537,26438,23435,45455,44589,44319,49795,46993,31831,29525,26653,43048,45103,43652,41775,47039,33254,30814,29044,52520,53494,53847,49058,46431,39164,37890,36340,51387,51411,51374,50538,46548,36705,39784,38961,44514,20046,21618,9845,1853,916,525,213,0,0,98.73,0,0,71.24,0,0,95.31,0,0,57.16,104045,16270,4954,44771,3309,174779,24048,24131,24180,23739,21651,17970,19841,19219,220,281,354,284,131,181,206,197,187,362,303,176,80,167,229,156,242551,92632,217244,38115,9347,86236,8528,2188,1496,0,1065,3303,0,0,0,0,1124,274,0,0,0,0,0,396,389,417,344,388,490,545,509,39255,13449,18735,6508,178787,81721,83435,40818,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,943,PRATAPGARH                                        ,213888,0,0,61054,931,0,0,0,216966,12956,2509,94315,22849,1617,5262,0,211315,0,0,60438,778,0,0,0,205070,10691,2509,90745,22849,1617,5262,0,95199,95414,97001,90148,81461,51059,50121,48260,98975,91447,90907,87523,77614,60658,56078,55672,94256,93485,89316,83752,79704,57123,54775,52167,91179,92180,92347,85684,81185,60919,60214,58582,95895,92382,92714,89809,82893,64281,64683,64549,119729,45542,59542,23349,0,0,0,0,0,0,114.04,0,0,77.49,0,0,109.23,0,0,66.22,213948,7227,1344,79460,11231,318356,46547,45130,45662,44202,40389,32659,32553,31995,319,545,679,573,664,306,213,176,226,391,488,425,492,244,204,144,434539,165370,429923,13421,2559,155369,23780,1704,5262,6508,2157,0,446,0,3094,1143,374,0,0,0,0,0,0,177,211,181,147,125,170,150,185,41704,14781,20319,7192,207609,88826,102352,44839,,,,,,,,,,,,,,,,
