,ENROLMENT RELATED INDICATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,928,RAE BARELI                                        ,168627,3233,0,56803,421,551,0,0,94565,10954,5181,25971,3167,632,1293,0,164214,3233,0,54646,421,551,0,0,83918,6368,5181,21327,3167,632,1293,0,72582,75832,77488,70201,64303,39178,38421,34481,75683,71981,72981,68878,63151,38441,36222,36154,76023,76575,72029,69254,67026,40831,38695,36880,49393,50521,50248,45487,42806,31975,30299,28365,61977,55543,56370,54517,49032,32896,33838,31279,109647,35927,53487,18729,1388,721,252,144,0,0,67.99,0,0,38.3,0,0,57.15,0,0,30.73,128999,7359,2601,43659,1719,185529,30484,27040,27724,26729,24098,17047,17554,16338,139,157,202,206,159,89,69,33,115,149,165,164,151,65,65,42,233215,78641,262060,14174,1782,82676,3588,1178,1293,0,0,3356,0,0,0,0,272,0,321,46,0,0,0,4566,4386,4037,3850,3605,3315,3997,3959,16589,5779,8188,2965,113082,42716,55779,22244,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,905,RAMPUR                                            ,166108,2400,1137,37720,4876,42,200,0,216953,24852,6880,21007,9312,96,2395,0,152030,2335,905,36596,1849,42,200,0,182145,21104,1966,17512,7453,96,1433,0,81513,75746,76558,75428,75863,23400,22575,22453,76590,78852,78258,78051,75773,25286,25348,25304,74406,79344,81437,83709,81068,23214,24632,25419,83718,83428,79621,79034,79154,26669,24608,24205,97911,93217,93038,93747,91684,31529,29874,29128,118887,24081,59640,11697,48,28,46,46,0,0,151.11,0,0,42.42,0,0,150.48,0,0,39.2,227429,14355,2896,31676,6062,283802,49476,46848,47475,47933,46214,15945,14953,14958,19,69,147,206,1476,655,90,134,57,136,169,77,11,50,758,84,466394,74056,414187,28722,5907,58727,4940,454,1201,55451,0,0,0,0,0,0,536,0,0,0,0,0,0,160,126,128,126,146,64,45,26,156365,15974,78338,8502,153546,28339,79824,15295,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,901,SAHARANPUR                                        ,142796,1230,1618,42498,791,542,0,0,174720,55187,27696,43568,31667,3668,1313,0,130906,338,782,40561,616,542,0,0,119197,16502,8421,29083,18561,804,873,0,85525,76646,71332,63063,55811,42980,39681,35688,86445,77214,70972,64482,57433,42333,41137,38921,84386,77138,71296,64884,60925,46532,44694,43647,94419,85475,81782,73739,68603,51109,49052,47735,93073,84704,78989,73869,68121,53948,51670,49899,105141,47605,50051,23580,1086,439,214,92,0,0,98.19,0,0,62.9,0,0,88.5,0,0,49.48,161879,28331,15855,43979,15148,268166,44107,40404,38186,35643,32856,26787,25916,24944,336,486,582,449,316,199,148,98,223,284,328,257,234,133,92,77,359384,122334,309919,47863,11557,82571,31541,679,1007,2060,8530,18423,115,219,4005,0,18518,5236,0,331,0,0,0,154,140,146,137,116,132,147,142,126916,33895,61906,18178,229658,79756,110708,40116,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,968,SAMBHAL (BHIM NAGAR)                              ,165782,0,792,43266,370,0,0,0,75365,48925,22692,14775,16763,4432,3021,0,157473,0,238,41692,189,0,0,0,53040,31817,13952,9908,10177,4024,2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72330,62841,59489,54205,46592,36430,35024,33523,60456,21217,27974,9679,916,466,200,93,0,0,,0,0,,0,0,,0,0,,116861,19368,9901,29806,6898,185605,33333,29166,28029,25403,21594,16876,16291,15425,208,259,287,239,226,134,92,74,140,169,209,170,131,103,86,56,264917,79058,188735,42942,19829,42515,16338,4073,2702,830,2887,3655,165,0,0,0,2348,934,0,126,0,0,0,13,0,0,0,0,233,180,199,91309,25792,42892,13232,175537,60756,81211,27744,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,956,SANT KABIR NAGAR                                  ,129166,533,0,35843,73,0,135,276,61401,15023,3613,21079,16357,3039,3374,0,125966,533,0,34897,73,0,135,0,55708,14724,3613,20564,16311,3039,3256,0,36920,38414,39110,36035,32644,19517,19714,18289,41253,38202,37848,35806,31484,19129,18084,17341,44509,47935,44140,41249,37169,23111,23308,20922,46645,46800,46991,42707,40519,23006,22822,22229,45299,44517,42348,40449,35572,29257,29596,28271,69718,26383,35603,13659,482,272,87,43,0,0,86.95,0,0,62.52,0,0,83.85,0,0,52.94,98011,7962,1848,30357,8484,149803,22968,22149,21726,21090,18079,14920,15140,14383,48,61,100,87,33,39,29,51,37,73,96,57,30,24,48,35,200756,73774,188713,12908,3613,56370,15542,3039,3391,2126,5303,0,183,0,0,0,321,0,0,278,0,0,0,117,129,139,104,119,6,14,7,40978,16852,19728,7644,100418,43062,51454,21989,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,922,SHAHJAHANPUR                                      ,280080,1333,4010,109130,1163,145,177,0,116995,49476,8630,37347,15192,2544,1487,0,270035,1211,3234,107710,1163,145,177,0,99422,34675,5889,33901,11595,1336,1487,0,83936,88356,100258,88466,81872,36981,35052,29612,83761,79515,80508,86107,74586,42458,36077,32615,77647,82793,76470,74814,79107,46886,41553,35812,94233,87781,88544,80444,77404,62494,52770,47865,101483,100198,93003,90214,81421,64461,68700,59800,92186,36917,43304,17546,2220,1136,746,393,0,0,114.36,0,0,78.53,0,0,107.97,0,0,62.83,198556,24324,6975,74292,5993,312521,47083,46990,43807,42550,38520,31285,33764,28648,625,717,578,504,422,444,345,262,440,489,378,249,296,301,240,159,440285,154368,415975,52139,11854,146877,16355,2689,1664,6003,2093,0,398,0,0,0,560,996,0,310,0,0,0,356,501,367,403,287,151,243,161,78570,20884,37000,9356,254375,105229,119357,51762,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,974,SHAMLI (PRABUDH NAGAR)                            ,71210,203,0,18739,272,0,0,0,55829,12429,411,13167,1421,0,0,0,60615,203,0,17033,272,0,0,0,43492,6068,411,8714,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32302,28920,27281,25047,22392,12931,12647,12161,22934,6719,11271,3432,408,175,15,3,0,0,,0,0,,0,0,,0,0,,60541,5904,209,16501,794,83949,15216,13818,13123,12088,10518,6576,6418,6192,74,62,62,45,35,36,14,20,39,47,35,34,23,31,20,10,129014,26947,124103,11709,411,31443,1693,0,0,4615,553,0,1569,78,0,0,336,549,0,0,0,0,0,197,175,162,156,91,105,84,76,37105,6516,17083,2989,94530,25834,44952,13097,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,951,SHRAWASTI                                         ,115580,0,215,29529,203,0,0,0,30405,2911,221,8400,8776,0,1174,0,114752,0,215,29448,203,0,0,0,28925,2911,221,7909,8679,0,1174,0,30086,32245,32603,25781,22787,13080,11040,8963,33419,30909,31624,29719,23523,13229,12281,10285,32838,33122,31248,30207,28288,15176,13402,12882,32694,33344,33742,29637,28208,16488,14894,12964,37849,32131,32609,30325,26858,18128,16583,15056,32071,10022,14142,4592,1982,864,623,287,0,0,94.95,0,0,54.9,0,0,88.06,0,0,45.36,70478,1553,296,18331,3227,94240,16801,14308,14724,13765,12032,8198,7622,6790,203,212,170,132,121,57,71,67,191,174,148,106,76,68,52,40,148172,41120,152755,4213,436,37720,8979,0,1174,2203,0,0,239,0,0,0,2066,0,0,0,0,0,0,138,83,93,108,79,293,224,219,35717,6434,16041,2802,94284,28610,42185,12861,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,954,SIDDHARTHNAGAR                                    ,269681,0,315,65509,630,0,0,0,49952,12725,373,23687,14171,0,5994,0,265979,0,315,64571,201,0,0,0,43099,11718,0,21950,13573,0,5844,0,60475,71830,68643,57246,45111,24573,23426,19591,60551,56984,62197,55029,44866,24809,20867,19180,60324,60213,57883,57698,51064,27917,24546,21882,84288,74859,72687,63252,60170,41307,37109,31937,90694,79115,73271,66674,57420,43097,42103,39468,78252,25135,38965,13180,1054,554,188,120,0,0,93.01,0,0,58.36,0,0,84.69,0,0,47.2,168198,20815,1305,47250,6780,247261,44696,39313,36681,33769,28917,22121,21697,20067,500,632,517,407,290,205,169,171,379,591,428,286,266,211,163,166,334040,100691,314816,10398,373,88610,14801,0,5994,20830,31536,1127,847,582,0,0,910,125,0,349,0,0,0,169,171,182,108,88,29,51,67,78659,22998,37045,10363,233803,74756,117410,38333,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,924,SITAPUR                                           ,479360,1930,923,138293,1984,0,0,0,241212,32174,21447,55955,17100,72,43,0,466801,1930,305,135668,1786,0,0,0,205043,30551,20922,45548,14499,72,43,0,150068,158169,159425,151354,119623,62945,58346,52463,158535,155645,163041,160069,152934,67585,67377,64752,149356,155759,156496,164102,160218,66741,66368,67598,170443,162963,160207,150799,150123,75197,70862,65742,166867,164642,155008,148155,136787,82463,80753,74818,303096,87309,148101,44698,2241,1101,897,496,0,0,127.66,0,0,65.31,0,0,119.75,0,0,53.15,357471,19226,11738,101576,9146,499240,81168,80364,75642,72918,66654,42125,41847,38776,261,534,213,3424,72,1242,112,82,1692,351,3585,207,186,153,1225,78,723650,193700,721244,35398,21551,194664,18712,72,43,10121,4398,713,510,0,0,0,1165,0,0,152,0,0,0,1325,1187,1274,1326,1328,598,425,384,79030,21000,37970,10831,268802,90759,130313,47381,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,970,SONBHADRA                                         ,184319,578,2847,59559,7191,2055,1807,0,49055,31395,4441,8965,13671,2569,1461,0,183173,578,2847,59435,7063,2055,1637,0,48856,31395,4441,8965,13671,2569,1461,0,46217,56843,51068,47574,46143,33638,32355,25999,54020,49477,56860,48750,45456,35008,32684,31086,51052,55388,49725,53157,46713,36120,34242,32682,49146,53132,55818,47922,51384,36248,35299,34158,59406,52777,53489,51361,45207,39852,35560,34646,67452,27138,32326,13724,66410,30973,19015,9139,0,0,101,0,0,73.96,0,0,92.26,0,0,57.44,113563,14589,2511,36268,9575,179953,28424,25063,25597,24646,21440,19644,17731,17531,80,65,79,78,48,81,38,42,62,50,66,52,30,38,35,39,239547,85375,230572,29537,3678,68401,19326,3971,3268,10263,0,0,240,0,0,355,412,3336,3610,107,1228,653,0,2,12,10,2,28,46,28,27,17657,5392,11479,2758,103761,50933,50173,25733,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,949,Sultanpur                                         ,177028,770,1087,55009,798,0,0,0,103311,34738,1678,45318,25404,2641,4645,0,173952,770,1087,54483,312,0,0,0,95067,31631,776,42126,24981,2641,4306,0,92055,94471,99119,88475,82696,68158,66553,60102,98214,92421,93381,92653,84949,69035,64440,64028,95432,94006,90431,86601,86501,71427,69950,65812,62582,62243,62066,57815,55022,51485,49186,47942,66436,64539,64300,60734,56562,49107,49832,47787,90519,39054,43572,20030,276,106,194,96,0,0,65.6,0,0,49.61,0,0,58.21,0,0,38.48,138212,17241,1422,53171,13309,226849,31843,31313,31068,29629,27553,25029,25717,24697,494,627,718,845,687,517,441,359,412,468,581,582,590,392,368,276,277363,113828,276606,33186,2413,99948,26202,2641,4645,5354,3635,0,380,0,0,0,77,3859,352,0,0,0,0,789,857,915,869,849,475,448,389,46540,17681,22653,9296,156681,72473,76519,37462,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,926,UNNAO                                             ,213606,1917,342,59607,1319,0,125,0,161929,31864,4520,33658,7008,725,70,0,204488,1718,342,58107,1319,0,125,0,144085,28735,4520,32031,7008,725,70,0,86578,88070,93399,91124,82484,40055,40248,36105,73443,72462,73246,73328,70794,35162,33381,33409,72092,73496,69930,67218,65283,36236,35236,31001,78896,76001,75685,68234,64002,41544,41673,39709,84989,82368,81544,81590,75716,37805,36945,37069,140390,38711,70233,20417,311,154,45,17,0,0,112.28,0,0,47.74,0,0,111.93,0,0,37.72,191431,17033,2476,50931,3928,266229,44297,40380,41912,41476,38362,20400,19699,19805,0,48,52,236,58,1180,51,45,2495,48,53,406,36,67,200,3,404919,88265,375684,33526,3746,93265,8432,725,195,112,0,0,0,877,0,0,264,0,0,0,0,0,0,170,170,161,160,129,64,46,87,67567,15476,33814,8307,162794,45010,83681,24563,,,,,,,,,,,,,,,,
9,UTTAR PRADESH                                     ,967,VARANASI                                          ,172176,573,3116,52565,2178,0,0,0,86046,77011,33200,40965,29144,12369,4364,0,156101,0,572,50585,522,0,0,0,74526,46538,16102,34353,21492,6464,3180,0,67322,68042,66553,60183,55751,43210,41457,38462,66637,66543,66469,62062,57001,43009,43004,41711,64220,66745,64714,62794,59021,44848,45219,44707,65543,70041,70871,66359,65742,53122,54007,53936,67352,69064,70638,69592,65244,60920,61487,61740,79919,36426,38491,18204,914,449,900,442,0,0,81.75,0,0,70.55,0,0,73.01,0,0,56.03,128967,40603,17498,49175,15807,260134,32400,33365,34614,34310,32198,30559,31397,31291,407,452,379,352,365,228,212,183,253,292,284,292,294,182,199,185,305370,146247,258773,85402,23396,93113,30722,8468,4364,448,0,12920,244,600,0,0,234,3080,0,86,0,3901,0,13,36,54,35,46,35,24,33,33931,15575,16863,8462,224337,120974,110565,62270,,,,,,,,,,,,,,,,
5,UTTARAKHAND                                       ,509,ALMORA                                            ,39438,187,1220,7178,15158,0,7844,0,12322,7418,4574,1677,2676,1693,1350,0,38799,136,256,7114,14421,0,7676,0,10547,6513,1935,1505,2244,963,1226,0,14144,13788,15284,15294,14349,15879,14833,14292,14175,13110,13455,14705,14768,15229,14749,14862,13954,13567,13276,13566,14266,15542,14522,14119,12754,12764,13023,12732,13024,13965,15095,14171,11672,12151,12629,12924,12781,12814,13695,14869,18570,12636,9266,6385,183,87,89,43,0,0,100.36,0,0,102.1,0,0,86.7,0,0,73.22,26520,3063,2802,4642,8707,51639,5630,5902,6168,6586,6321,6449,7083,7500,31,19,39,52,34,32,23,22,20,24,14,24,23,14,21,20,53693,29672,50478,4810,761,8546,17606,730,8901,1353,1935,4805,92,140,963,0,33,398,0,217,83,0,0,40,36,32,24,22,86,77,52,410,196,202,90,1689,1218,854,605,,,,,,,,,,,,,,,,
5,UTTARAKHAND                                       ,508,BAGESHWAR                                         ,17094,272,310,4553,3925,0,3407,0,7159,1043,1324,1636,1921,0,569,0,17002,272,310,4553,3732,0,3407,0,6333,1043,1324,1393,1921,0,533,0,5566,5708,6336,6112,5786,6096,5872,5544,5877,5369,5954,6146,6073,5928,5992,6027,5791,5510,5376,5592,5790,5948,5657,5700,5568,5552,5395,5207,5442,5704,5819,5566,5205,5349,5517,5330,5154,5440,5729,5767,9417,5898,4640,2955,195,97,77,48,0,0,97.62,0,0,99.78,0,0,84.08,0,0,77.42,12532,438,588,3262,2844,21742,2519,2667,2750,2664,2635,2742,2888,2877,15,17,20,29,24,24,25,23,20,23,21,12,26,13,19,27,22872,13141,24337,761,542,6189,5846,0,3976,110,554,1092,21,0,0,0,63,0,0,0,0,0,0,22,18,11,5,12,8,11,7,124,32,62,15,1160,833,604,420,,,,,,,,,,,,,,,,
5,UTTARAKHAND                                       ,502,CHAMOLI                                           ,26534,225,943,7501,6774,0,4884,48,6349,7410,911,1548,563,982,467,0,25538,59,668,7220,6045,0,4827,48,4658,4474,560,1248,294,823,197,0,9762,8858,9750,9359,8862,9147,9064,9113,9684,8192,8766,8976,8861,9092,8906,8796,9543,8451,8266,8448,8610,8894,8656,8595,8685,8484,8414,8117,8282,8593,8835,8684,8042,8094,8270,8207,7898,8263,8507,8795,10466,6688,5234,3350,759,341,425,203,0,0,101.57,0,0,98.25,0,0,86.4,0,0,73.33,16993,2992,664,4852,3546,32314,3847,3916,3997,4007,3883,4056,4232,4376,34,23,34,34,24,29,38,25,21,28,24,20,30,14,20,28,34459,19082,29213,5375,207,7518,5593,159,2913,241,1305,1647,0,0,823,0,0,102,0,0,0,0,0,48,26,34,10,12,9,16,3,267,150,118,71,921,561,447,282,,,,,,,,,,,,,,,,
5,UTTARAKHAND                                       ,510,CHAMPAWAT                                         ,19528,0,282,5509,4788,0,3042,319,9412,852,0,2067,2033,0,346,0,18934,0,0,5139,4142,0,3042,319,7259,470,0,1828,1392,0,20,0,6809,6835,7296,6834,6473,6173,5969,5773,6650,5939,6383,6602,6217,6234,5745,5786,6708,6247,5944,6287,6352,6401,5887,5459,6245,6356,6182,5837,6108,6254,6294,5823,6061,6027,6317,6132,5830,6141,6301,6345,6780,4171,3370,2096,222,100,110,46,0,0,103.36,0,0,99.16,0,0,86.78,0,0,72.05,14278,438,114,3953,3228,23788,2858,2921,3081,2956,2844,2968,3076,3122,20,23,33,17,30,25,27,27,16,25,29,28,22,17,23,18,25498,13650,26315,395,282,7051,6378,0,3042,2954,803,0,481,422,0,326,306,0,0,81,0,0,0,97,72,60,52,45,66,53,22,980,487,495,243,2708,1195,1308,549,,,,,,,,,,,,,,,,
5,UTTARAKHAND                                       ,505,DEHRADUN                                          ,53898,59,11170,16652,7498,242,3979,0,37305,35731,70748,8219,6487,8088,485,0,42348,0,4830,14606,5979,242,3565,0,21596,19792,27853,5069,2572,6351,252,0,32557,28744,28374,25728,23442,23214,21201,19904,32222,27957,27408,26282,24272,23082,21996,20573,34737,30335,28992,27855,26969,26027,25394,24362,35819,32534,31304,29664,29305,28456,27716,26608,37236,34843,33819,32513,31303,30558,30655,29781,30417,14403,14942,7275,13317,6580,7690,3998,0,0,108.5,0,0,91.89,0,0,88.82,0,0,66.59,44192,15918,35997,12703,6828,121855,17297,16246,15593,15271,14486,14416,14482,14132,73,52,55,71,52,34,33,28,48,28,49,36,55,32,39,34,138922,65941,80727,23396,12327,24181,12237,3371,4464,10105,12391,69591,628,1495,4959,0,0,0,1199,0,0,0,0,680,541,433,345,293,210,184,177,22332,9853,10481,5048,28519,12937,13409,6454,,,,,,,,,,,,,,,,
5,UTTARAKHAND                                       ,506,GARHWAL                                           ,41013,53,1655,8280,11062,35,6068,0,13488,6298,5544,4976,4648,604,1822,0,39111,53,109,7963,10223,35,6026,0,10959,5303,4455,4000,3920,544,1704,0,15617,14543,14793,14490,14737,15282,14742,14564,15851,13941,14431,14683,14250,15431,15249,15138,15280,14275,13929,14297,14487,15030,15286,15090,13470,13960,13964,13749,13926,14391,14584,14827,12068,12446,13523,13203,13251,13423,14002,14489,14528,9623,7142,4883,412,170,247,117,0,0,98.06,0,0,95.03,0,0,81.74,0,0,70.42,27053,2580,3217,6523,8002,51671,5736,6000,6646,6319,6348,6587,6832,7203,20,18,28,29,29,39,22,35,18,14,23,26,23,18,15,25,53755,31057,51023,4653,2424,11880,15494,173,7136,3404,1294,4775,1265,64,466,830,457,0,0,154,95,0,50,86,86,85,60,84,275,255,230,2321,986,1068,512,1319,1105,589,506,,,,,,,,,,,,,,,,
5,UTTARAKHAND                                       ,513,HARDWAR                                           ,92766,1635,0,16586,3336,0,8565,0,61201,43857,31093,13216,14782,9935,2324,0,82120,1204,0,15938,2271,0,7335,0,45797,32341,17665,9520,10438,5362,2198,0,50167,42194,38155,34000,30518,24757,21826,20015,46255,39561,35647,31935,28698,23674,21905,20572,58635,46872,43412,38727,34572,27815,25999,24851,60549,49230,44113,40210,36188,29091,27425,25870,54785,47449,44069,39688,38376,32112,29897,28469,55543,24455,26012,11956,2595,1273,799,357,0,0,101.66,0,0,70.19,0,0,80.79,0,0,50.18,78533,20796,16003,15023,8087,148633,25361,22056,20527,18727,18143,15584,14424,13811,92,86,96,81,78,44,40,35,44,41,55,48,38,17,30,18,178299,64686,156909,36435,11026,29656,17633,6052,10614,5236,11011,20067,422,485,3568,195,2680,993,0,0,0,0,0,323,221,187,140,138,96,78,88,82709,24146,38576,11899,135539,49301,63743,24149,,,,,,,,,,,,,,,,
5,UTTARAKHAND                                       ,511,NAINITAL                                          ,44019,702,1109,10031,10559,0,6900,0,18147,12091,17965,3601,3747,1653,255,0,38461,639,501,9398,8377,0,6364,0,9117,9131,3685,1951,1701,785,174,0,16710,16210,16680,16071,15139,15685,14703,13724,17760,16261,16501,16651,16153,16604,16296,16025,18045,16488,15975,15889,16150,16854,15944,15400,17235,17463,16814,16441,16098,16354,16715,16163,16727,16904,17087,16349,15841,16117,16140,17437,21429,12992,10595,6399,904,436,467,232,0,0,87.56,0,0,82.16,0,0,76.45,0,0,63.7,30923,5752,8308,6959,7393,63998,8006,8138,8264,7834,7554,7904,7933,8365,25,30,43,39,37,52,39,23,20,22,37,27,29,19,21,27,72383,38532,53995,5476,2602,12326,10963,588,5939,915,6396,15572,0,563,56,0,0,0,0,0,33,0,0,280,186,188,197,146,75,98,80,11797,5132,5658,2819,14521,6579,6843,3411,,,,,,,,,,,,,,,,
